Date,Time of Day,Category,Platform,Service Type,Customer Type,Ad Spend,Conversions,Daily Revenue
2024-06-25,Afternoon,Service,In-store,Dress,New,82.61,4,453.96
2025-03-03,Night,Product,In-store,Bread,New,83.62,2,65.28
2024-09-02,Afternoon,Subscription,In-store,Coffee,Returning,62.42,0,104.58
2024-09-13,Night,Service,Instagram,Coffee,New,79.36,3,287.87
2025-02-23,Evening,Product,Email,Dress,New,51.23,5,391.39
2025-03-09,Afternoon,Subscription,In-store,Plumbing,New,21.77,4,407.64
2024-06-23,Night,Product,Email,Haircut,Returning,53.52,0,165.01
2024-10-23,Morning,Service,In-store,Bread,Returning,88.71,2,93.19
2024-09-01,Afternoon,Service,Google,Haircut,New,85.17,1,190.72
2024-08-01,Morning,Product,Email,Dress,New,49.62,2,334.88
2025-01-21,Night,Service,Google,Plumbing,New,58.01,4,156.02
2024-11-07,Evening,Subscription,Email,Coffee,Returning,39.05,2,406.19
2024-08-10,Afternoon,Product,Google,Coffee,New,30.84,2,401.04
2025-03-07,Evening,Subscription,Instagram,Plumbing,New,77.88,4,32.6
2024-07-12,Night,Product,Instagram,Dress,New,59.28,1,462.29
2025-04-05,Evening,Product,In-store,Dress,New,42.6,1,210.06
2024-08-20,Night,Service,Google,Coffee,New,21.56,4,221.49
2024-05-19,Evening,Service,In-store,Haircut,New,5.8,5,34.31
2024-09-07,Afternoon,Product,In-store,Plumbing,New,75.17,1,385.56
2024-11-08,Afternoon,Product,Instagram,Coffee,New,70.12,3,188.14
2024-10-13,Night,Subscription,Instagram,Bread,Returning,21.19,4,401.95
2025-03-13,Afternoon,Service,Google,Dress,Returning,97.88,1,338.67
2025-04-28,Morning,Subscription,In-store,Plumbing,Returning,63,3,163.23
2024-06-10,Evening,Service,Google,Haircut,Returning,79.03,1,196.19
2024-09-25,Night,Subscription,Google,Dress,Returning,66.64,0,87.09
2024-05-13,Night,Product,Email,Coffee,Returning,26.14,1,275.88
2024-06-17,Evening,Service,In-store,Haircut,Returning,46.4,1,294.36
2025-04-16,Afternoon,Product,Google,Coffee,New,80.3,1,64.88
2024-10-21,Night,Product,Instagram,Bread,Returning,48.17,4,246.58
2025-02-02,Night,Subscription,Google,Dress,New,40.34,2,117.95
2025-01-24,Night,Service,Email,Dress,Returning,62.34,5,348.41
2024-10-30,Afternoon,Service,Instagram,Plumbing,New,25.49,1,65.63
2024-11-15,Night,Service,In-store,Bread,New,3.39,2,158.39
2024-11-21,Afternoon,Product,Instagram,Coffee,Returning,79.07,5,418.72
2024-08-04,Morning,Service,Google,Haircut,Returning,29.29,4,116.16
2024-12-06,Morning,Service,In-store,Plumbing,Returning,96.71,2,438.86
2025-01-17,Evening,Product,Email,Haircut,Returning,31.94,2,182.15
2024-08-23,Afternoon,Service,Google,Plumbing,Returning,42.05,4,247.37
2025-01-02,Night,Product,In-store,Coffee,Returning,21.55,4,477.93
2024-06-09,Evening,Service,In-store,Bread,Returning,21.46,3,409.42
2024-07-23,Evening,Product,In-store,Dress,New,28.26,4,351.65
2025-03-12,Night,Subscription,In-store,Dress,Returning,39.86,0,290.12
2024-09-15,Evening,Service,Google,Bread,New,5.64,4,73.06
2024-09-20,Morning,Subscription,Google,Dress,Returning,34.78,1,470.54
2024-10-11,Afternoon,Product,Instagram,Bread,Returning,17.84,2,161.64
2025-04-14,Afternoon,Subscription,Google,Plumbing,New,13.92,5,466.7
2024-07-10,Afternoon,Product,In-store,Haircut,Returning,94.34,2,373.58
2024-11-21,Afternoon,Service,In-store,Dress,New,33.34,3,264.16
2024-05-05,Evening,Service,Instagram,Coffee,Returning,77.02,4,494.43
2024-12-26,Evening,Subscription,Email,Haircut,Returning,59.66,2,150.62
2024-08-07,Night,Service,Email,Bread,Returning,65.32,0,403.93
2024-07-08,Evening,Product,In-store,Dress,New,49.94,2,465.76
2025-02-21,Morning,Product,Instagram,Coffee,Returning,11.07,2,271.51
2024-10-19,Afternoon,Product,Email,Coffee,Returning,48.54,4,293.57
2025-04-11,Morning,Subscription,Google,Haircut,New,38.94,2,470.76
2025-04-09,Night,Service,Email,Bread,Returning,48.83,1,310.41
2025-01-19,Afternoon,Product,Google,Coffee,Returning,10.59,5,270.83
2024-09-08,Afternoon,Subscription,Email,Dress,New,8.14,4,74.83
2025-04-30,Evening,Product,Google,Coffee,Returning,50.63,5,465.41
2024-11-07,Morning,Service,In-store,Bread,New,81.13,0,258.94
2025-04-19,Afternoon,Product,Email,Dress,Returning,69.61,5,114.06
2024-09-04,Evening,Product,Instagram,Plumbing,New,33.55,4,174.4
2024-08-29,Night,Subscription,In-store,Bread,New,6.4,5,318.26
2024-05-28,Evening,Product,Instagram,Plumbing,Returning,70.73,4,132.08
2024-08-23,Evening,Service,Instagram,Dress,Returning,68.77,5,67.82
2024-05-22,Morning,Subscription,Email,Coffee,New,7.37,2,42.31
2024-10-09,Evening,Product,Instagram,Haircut,New,27.91,3,121.59
2024-09-29,Morning,Service,Instagram,Dress,New,69.01,2,478.06
2024-09-10,Morning,Subscription,Google,Plumbing,Returning,51.56,5,278.11
2024-06-01,Evening,Service,Google,Plumbing,New,55.99,2,354.71
2025-04-24,Afternoon,Subscription,Google,Haircut,New,74.14,2,260.92
2024-06-28,Night,Subscription,Email,Coffee,Returning,5.68,2,224.24
2025-01-03,Afternoon,Subscription,Email,Bread,New,59.59,4,67
2024-12-11,Evening,Product,Email,Dress,New,86.81,5,218.72
2024-07-11,Afternoon,Product,In-store,Plumbing,Returning,85.69,1,87.42
2024-06-18,Morning,Product,Instagram,Plumbing,New,9.31,2,142.79
2025-04-25,Evening,Service,Instagram,Haircut,Returning,89.96,3,496.8
2025-02-23,Night,Subscription,Google,Plumbing,Returning,55.75,5,160.63
2025-04-13,Night,Product,Instagram,Bread,New,36.6,4,447.93
2024-11-21,Morning,Subscription,Google,Haircut,Returning,85.07,1,146.16
2024-05-11,Morning,Subscription,In-store,Haircut,Returning,39.23,3,359.73
2024-08-20,Morning,Subscription,Google,Dress,Returning,4.25,4,273.36
2024-12-05,Morning,Service,Google,Haircut,Returning,77.06,3,346.52
2024-10-07,Afternoon,Product,Google,Haircut,New,70.31,1,441.12
2024-12-18,Evening,Product,In-store,Haircut,Returning,24.01,5,350.35
2025-02-28,Afternoon,Service,Email,Bread,Returning,42.82,0,129.42
2025-03-09,Afternoon,Product,Email,Haircut,New,54.71,2,412.26
